epoch,loss,metrics,val_loss,val_metrics
67,0.24748125672340393,0.7525185942649841,0.2614137530326843,0.7385863065719604
68,0.24737848341464996,0.7526216506958008,0.2602352201938629,0.7397646307945251
69,0.24745814502239227,0.7525421977043152,0.26036351919174194,0.7396365404129028
70,0.2471572607755661,0.752842903137207,0.2598366439342499,0.740163266658783
71,0.24700208008289337,0.7529978156089783,0.2601131200790405,0.7398868799209595
72,0.2469959557056427,0.753003716468811,0.2605449855327606,0.739454984664917
73,0.24717964231967926,0.752820611000061,0.26118820905685425,0.738811731338501
74,0.2469407171010971,0.7530590891838074,0.26033222675323486,0.7396678328514099
75,0.24676215648651123,0.7532377243041992,0.26066824793815613,0.7393316626548767
76,0.24688100814819336,0.7531188726425171,0.260049968957901,0.7399500012397766
77,0.24678952991962433,0.7532105445861816,0.2598923444747925,0.7401076555252075
78,0.24667638540267944,0.7533238530158997,0.26047414541244507,0.7395257949829102
79,0.24649648368358612,0.7535035610198975,0.26230481266975403,0.7376950979232788
80,0.24658221006393433,0.7534177303314209,0.260049432516098,0.7399505972862244
81,0.2464907318353653,0.7535093426704407,0.26086294651031494,0.7391370534896851
82,0.24640212953090668,0.7535976767539978,0.260383665561676,0.7396162748336792
83,0.24640655517578125,0.7535935640335083,0.2609425187110901,0.7390574812889099
84,0.24648335576057434,0.7535163760185242,0.260208398103714,0.7397916913032532
85,0.24636754393577576,0.7536324858665466,0.26185065507888794,0.7381494045257568
86,0.2462504357099533,0.7537493705749512,0.26000678539276123,0.7399932146072388
87,0.24612268805503845,0.7538773417472839,0.2606416940689087,0.7393581867218018
88,0.2460322082042694,0.7539677619934082,0.25999993085861206,0.7400000691413879
89,0.24605736136436462,0.7539427280426025,0.26274263858795166,0.7372572422027588
90,0.2461017370223999,0.7538984417915344,0.2598191499710083,0.7401807904243469
91,0.24586962163448334,0.7541303038597107,0.2602856755256653,0.7397143840789795
92,0.2460605949163437,0.7539390325546265,0.26039570569992065,0.7396042346954346
93,0.24579699337482452,0.7542032599449158,0.2598922550678253,0.7401077151298523
94,0.24588210880756378,0.7541180849075317,0.2619824707508087,0.7380176186561584
95,0.24582834541797638,0.7541717290878296,0.26026517152786255,0.7397348284721375
96,0.2456786036491394,0.7543213367462158,0.26079049706459045,0.7392095327377319
97,0.2457847148180008,0.7542153000831604,0.2614385485649109,0.7385615110397339
98,0.2455100268125534,0.7544900178909302,0.26120105385780334,0.7387989163398743
99,0.24563568830490112,0.754364550113678,0.2604283094406128,0.7395716905593872
